user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet,clean_hashtags,clean_text,clean_tweets,label,classes
JustYvo,"Texas, USA","A proud American. Sports watching, movie-goer, a passion for karoke-ing. I ❤️ USA. I don't respond to random DMs. Hacking my acct won't make you rich.",2011-05-31 22:58:00,208.0,932.0,24507.0,False,2021-03-19 15:23:00,First round of the #FauciOuchie done! #CovidVaccine #UTHealthSA https://t.co/Cs7Py3CW4e,"['FauciOuchie', 'CovidVaccine', 'UTHealthSA']",Twitter for Android,False,"fauciouchie, covidvaccine, uthealthsa",first round of the fauciouchie done covidvaccine uthealthsa,first round of the fauciouchie done covidvaccine uthealthsa,fact/announcement,0
Toni Ogilby,,PhD candidate in Death Studies. Forensic Anthropology and Archaeology. Northern Irish.,2019-10-25 20:01:00,122.0,552.0,1326.0,True,2020-11-17 16:00:00,We really don't deserve Dolly Parton #Queen #CovidVaccine https://t.co/DeZMA4WZOv,"['Queen', 'CovidVaccine']",Twitter for Android,False,"queen, covidvaccine",we really dont deserve dolly parton queen covidvaccine,we really do not deserve dolly parton queen covidvaccine,opinion,1
Dean Porter #KBF,United Kingdom,"Proudly working class, & I am enjoying learning to play Harmonica & Banjo, No gods, No masters. Founder of @pedalpowercc #deanporter #atheist #harmonica #KBF",2011-11-27 21:10:00,2373.0,1576.0,60224.0,True,2021-01-28 21:15:00,"Today, @BorisJohnson had lunch with everyone I'm the country that loved him!!! #Boris #BorisHasFailedTheNation… https://t.co/CS5fFuWqvL","['Boris', 'BorisHasFailedTheNation']",Twitter for Android,False,"boris, borishasfailedthenation",today had lunch with everyone im the country that loved him boris borishasfailedthenation,today had lunch with everyone i am the country that loved him boris borishasfailedthenation,opinion,1
Dr. Ana Bridges,,"Latinx psychologist🇦🇷. Research: mental health disparities & service access for vulnerable populations, sexual violence victimization. Professor at U Arkansas",2017-08-17 04:25:00,443.0,470.0,4192.0,True,2021-01-26 16:26:00,"Thrilled to join the growing number of folks benefiting from science!
#CovidVaccine https://t.co/bxGw67OxSx",['CovidVaccine'],Twitter for iPhone,False,covidvaccine,thrilled to join the growing number of folks benefiting from sciencecovidvaccine,thrilled to join the growing number of folk benefiting from science covidvaccine,opinion,1
ʎǝlɐɥ 🤍,,"𝕖𝕒𝕤𝕪, 𝕓𝕣𝕖𝕖𝕫𝕪, 𝕓𝕖𝕒𝕦𝕥𝕚𝕗𝕦𝕝, 𝕔𝕒𝕟𝕔𝕖𝕣 𝕘𝕚𝕣𝕝 ✨",2011-11-15 01:43:00,320.0,247.0,16272.0,True,2021-01-23 15:38:00,"“Might experience some arm tenderness” 
yeah OKAY I FEEL LIKE SOMEONE SLICED MY ARM AND BURNED IT #CovidVaccine",['CovidVaccine'],Twitter for iPhone,False,covidvaccine,might experience some arm tenderness yeah okay i feel like someone sliced my arm and burned it covidvaccine,might experience some arm tenderness yeah okay i feel like someone sliced my arm and burned it covidvaccine,opinion,1
Abc Defg,United Kingdom,"A random 👤 expressing his own views, 🕘 dependent. Respects people for their character not 🖐🏻🖐🏼🖐🏿. Doesn't automatically bow to mainstream opinions.",2010-04-14 13:19:00,24.0,172.0,7067.0,True,2020-10-14 00:40:00,I only just learnt today that #China's already got a #CovidVaccine! Yet in #UK we're still struggling with #lockdown measures!,"['China', 'CovidVaccine', 'UK', 'lockdown']",Twitter for Android,False,"china, covidvaccine, uk, lockdown",i only just learnt today that chinas already got a covidvaccine yet in uk were still struggling with lockdown measures,i only just learnt today that china s already got a covidvaccine yet in uk we are still struggling with lockdown measure,opinion,1
Diana Russell,MD,,2009-06-25 02:55:00,478.0,1654.0,31459.0,True,2020-12-30 19:53:00,"#CovidVaccine distro in FL- disgraceful, @GovRonDeSantis!
 :-( https://t.co/5X3iFxpfh9",['CovidVaccine'],Twitter for Android,False,covidvaccine,covidvaccine distro in fl disgraceful,covidvaccine distro in fl disgraceful,opinion,1
Marg Bartlett🇨🇦 Toller Lilly🐕🐾❤️😰Jul24/20💔,"Sept 2020: Now PERTH, ON 🇨🇦","Creative, Spiritual, Truth Seeker, Plays, Listens, Learns. Nature, Duck Tollers:💔🐕😰Lilly died Jul24/20. Humanitarian, Artist, Athlete. Boat, Swims, Snowshoes",2011-05-22 03:21:00,2975.0,4986.0,147552.0,True,2020-12-28 04:48:00,@C_Mulroney How about getting #covid19 under control in Ontario? Oh! And rolling out #CovidVaccine much faster in O… https://t.co/oVhE8jhTYo,"['covid19', 'CovidVaccine']",Twitter for iPhone,False,"covid19, covidvaccine",how about getting covid19 under control in ontario oh and rolling out covidvaccine much faster in o,how about getting covid under control in ontario oh and rolling out covidvaccine much faster in o,opinion,1
Name Cannot Be Blank,,,2020-08-15 12:11:00,5.0,13.0,165.0,True,2021-02-13 13:29:00,#COVIDVaccination is NOT 100% effective and you could have side effects. But it is your choice #COVID #COVIDVaccine… https://t.co/YUmPdzHjaC,"['COVIDVaccination', 'COVID', 'COVIDVaccine']",Twitter for Android,False,"covidvaccination, covid, covidvaccine",covidvaccination is not 100 effective and you could have side effects but it is your choice covid covidvaccine,covidvaccination is not effective and you could have side effect but it is your choice covid covidvaccine,fact/announcement,0
Janet Fry,"Indianapolis, IN","Artist, former journalist. Slow living the present for the future. Buy somebody’s art this year. #BlackLivesMatter",2007-10-12 20:57:00,3292.0,1605.0,10010.0,True,2021-02-20 16:04:00,I’m at @EskenaziHealth waiting for a friend to get her first #CovidVaccine. You’d never know there was a demand for… https://t.co/0p1sOnLuMk,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,im at waiting for a friend to get her first covidvaccine youd never know there was a demand for,i am at waiting for a friend to get her first covidvaccine you would never know there wa a demand for,opinion,1
Christina Thom,"South East, England","Part Time Vocalist - Lover of all things Tom Sharpe, Thomas Hardy, Kathy Lette, Osho, Turner, O'Keefe, Monet, Da Vinci, Tarantino, Coen Bros etc..catch my drift",2014-04-11 11:47:00,187.0,193.0,1.0,True,2020-09-18 07:38:00,"Morning!

#Pharma #USA #CovidVaccine

""Withholding access to life-saving medications could accurately be described… https://t.co/ZUhA7XOK5T","['Pharma', 'USA', 'CovidVaccine']",Twitter for Android,False,"pharma, usa, covidvaccine",morningpharma usa covidvaccinewithholding access to lifesaving medications could accurately be described,morning pharma usa covidvaccine withholding access to life saving medication could accurately be described,fact/announcement,0
Al-Rasub,Dubai,"Technology,Business,Entertainment,Sports, Social Media,Sartups, Health,Articles,Interviews, Fashion Publishing Media Network.
Contact us at hello@alrasub.com",2012-06-08 06:36:00,3520.0,3366.0,293.0,True,2021-01-21 06:43:00,"Abeer Arshad 
Can children receive the Corona vaccine now?
https://t.co/9AagvLJCc4
#COVID19 #CovidVaccine… https://t.co/FZyeosFY67","['COVID19', 'CovidVaccine']",Twitter Web App,False,"covid19, covidvaccine",abeer arshad can children receive the corona vaccine nowcovid19 covidvaccine,abeer arshad can child receive the corona vaccine now covidvaccine,opinion,1
Best Health 4 You,Planet Earth,"Promoting healthy, natural supplements and more for best health for you. Visit my site and try free offers.
Strongly against radicals & nazi around the world.",2013-07-06 19:54:00,390.0,39.0,15527.0,False,2021-03-22 00:36:00,"As of March 15, 2021, 60% of #hospital beds for #COVID #patients were taken in #Kiev aka #Kyiv #Ukraine. In the cit… https://t.co/cog3W97mt7","['hospital', 'COVID', 'patients', 'Kiev', 'Kyiv', 'Ukraine']",Twitter Web App,False,"hospital, covid, patients, kiev, kyiv, ukraine",as of march 15 2021 60 of hospital beds for covid patients were taken in kiev aka kyiv ukraine in the cit,a of march of hospital bed for covid patient were taken in kiev aka kyiv ukraine in the cit,fact/announcement,0
"Corrections BSN, RN ✌🏻🩺🗽","Pikeville, KY","BSN, RN. Happily married for 27 years to the love of my life. Gorgeous daughter, and a doodle mom 🥰 KY Department of Corrections RN,BSN-Wellpath. 💊 🇺🇸",2012-08-05 00:51:00,141.0,837.0,2585.0,True,2021-01-26 05:30:00,So how have y’all done with the Covid-19 vaccine?  #scared #CovidVaccine,"['scared', 'CovidVaccine']",Twitter for iPhone,False,"scared, covidvaccine",so how have yall done with the covid19 vaccine scared covidvaccine,so how have you all done with the covid vaccine scared covidvaccine,opinion,1
Diana Carson-Walker,"Bellingham, WA USA",Scientist turned mad artist. Actor Represented by @JulieFoxAssoc. Co-director of the Finding Human Project. Writer.,2014-08-15 20:55:00,192.0,506.0,612.0,True,2021-01-20 00:59:00,"I am so proud of my state! Taking lessons from WWII- al hands on deck #Starbucks
#washingtonstate #Microsoft… https://t.co/PhDBbna7xX","['Starbucks', 'washingtonstate', 'Microsoft']",Twitter for Android,False,"starbucks, washingtonstate, microsoft",i am so proud of my state taking lessons from wwii al hands on deck starbuckswashingtonstate microsoft,i am so proud of my state taking lesson from wwii al hand on deck starbucks washingtonstate microsoft,opinion,1
Shweta,Indore ➡️ Delhi ,#TVJournalist ➡️➡️ VIEWS ARE PERSONAL,2010-11-29 07:32:00,564.0,185.0,9485.0,False,2021-03-12 11:13:00,"#Pakistani news channels asking people on streets which vaccine they will choose given a chance
#IndianVaccine or… https://t.co/dsjuqFZNse","['Pakistani', 'IndianVaccine']",Twitter for Android,False,"pakistani, indianvaccine",pakistani news channels asking people on streets which vaccine they will choose given a chanceindianvaccine or,pakistani news channel asking people on street which vaccine they will choose given a chance indianvaccine or,fact/announcement,0
Kent Community Health NHS Foundation Trust,"Kent, East Sussex and London","NHS community health provider. Tweets by the Comms Team, Mon to Fri, 9 to 5. #WeAreCommunity",2011-09-29 15:07:00,5688.0,1433.0,3952.0,True,2021-01-27 11:48:00,"A special message from Angela Jackaman, 77, to everyone involved in the #CovidVaccine programme. 🌈🌈🌈👍 #FOLKESTONE https://t.co/vbRqSVGeFN","['CovidVaccine', 'FOLKESTONE']",Twitter for Android,False,"covidvaccine, folkestone",a special message from angela jackaman 77 to everyone involved in the covidvaccine programme folkestone,a special message from angela jackaman to everyone involved in the covidvaccine programme folkestone,fact/announcement,0
Dr Nikita Kanani,London,"#GP, Director of #PrimaryCare @NHSEngland, Co-Founder @STEMMsisters. MBE 2017. Powerlifter. Marathon 2020 @DOTW_UK. Tweets personal/ RTnotE (she/her)",2009-09-03 20:37:00,24380.0,9523.0,16989.0,True,2020-12-31 16:45:00,"✨ Grateful to spend #thelastdayof2020 in a care home, giving #CovidVaccine. 

Giving hope to those who haven’t seen… https://t.co/j5JW8WrEFf","['thelastdayof2020', 'CovidVaccine']",Twitter for iPhone,False,"thelastdayof2020, covidvaccine",grateful to spend thelastdayof2020 in a care home giving covidvaccine giving hope to those who havent seen,grateful to spend thelastdayof in a care home giving covidvaccine giving hope to those who have not seen,opinion,1
Sashamara Perez,"Miami, FL","Puertorriqueña egalitarian and political junkie, most often accompanied by pup sidekick 🇵🇷🏳️‍🌈🇸🇪",2014-08-14 09:06:00,22.0,309.0,417.0,True,2020-12-31 16:52:00,Feeling so incredibly grateful today. Don’t believe the hype — get your #covidvaccine when given the chance to save… https://t.co/7kPPOGNWMa,['covidvaccine'],Instagram,False,covidvaccine,feeling so incredibly grateful today dont believe the hype get your covidvaccine when given the chance to save,feeling so incredibly grateful today do not believe the hype get your covidvaccine when given the chance to save,opinion,1
Patrick Omune,"Nairobi, Kenya",Public Relations & Media Consultant | #ManchesterUnited | #GorMahia #KOgallo | GOD Above Everything |,2011-07-30 10:17:00,1176.0,726.0,2230.0,False,2021-03-25 10:31:00,The Ministry of Health says Kenya to prioritise Covid-19 vaccination for those 58 years old and above. #COVID19… https://t.co/nG644ayDp1,['COVID19'],Twitter for Android,False,covid19,the ministry of health says kenya to prioritise covid19 vaccination for those 58 years old and above covid19,the ministry of health say kenya to prioritise covid vaccination for those year old and above covid,fact/announcement,0
Moustafa Askar,"New Jersey, USA","RU’22. Data and econ analyst, web designer, and IT consultant.",2014-04-30 23:12:00,108.0,170.0,2996.0,True,2021-01-28 01:09:00,"First dose down!!
#CovidVaccine 
#Pfizervaccine 
#COVID19","['CovidVaccine', 'Pfizervaccine', 'COVID19']",Twitter for iPhone,False,"covidvaccine, pfizervaccine, covid19",first dose downcovidvaccine pfizervaccine covid19,first dose down covidvaccine pfizervaccine covid,opinion,1
Finn McFarland,,// 🐘 @TuftsPH alumna // 🐻 @Cornell alumna //,2013-11-10 14:05:00,73.0,388.0,1617.0,False,2021-03-12 03:56:00,Here’s a friendly reminder not to ask people why they qualified for/received the #CovidVaccine. Many people have un… https://t.co/9WVz9WGOXK,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,heres a friendly reminder not to ask people why they qualified forreceived the covidvaccine many people have un,here is a friendly reminder not to ask people why they qualified for received the covidvaccine many people have un,fact/announcement,0
Josh livecchi (he/him),"Chicago, IL",I do marketing things for Dell... and sometimes make videos! And think I'm way funnier than I am! Sooo you should follow me!,2009-06-03 14:42:00,165.0,578.0,5143.0,False,2021-03-24 23:52:00,We did it Joe! #FauciOuchie #CovidVaccine #round1 https://t.co/CZ1QGOiNRK,"['FauciOuchie', 'CovidVaccine', 'round1']",Twitter for iPhone,False,"fauciouchie, covidvaccine, round1",we did it joe fauciouchie covidvaccine round1,we did it joe fauciouchie covidvaccine round,opinion,1
Mei-Ling McNamara,"Auburn, AL",Journo | Docs | J-Prof @AuburnU Bf: @CUBoulder PhD: @EdinburghUni work:@guardian @AJEnglish @AJpeoplepower @AJEarthrise @cnni Ltst: https://t.co/R9QqwO7rJO,2009-01-29 00:13:00,850.0,2439.0,2353.0,True,2021-02-02 22:29:00,In Dec at a medical appt in Alabama I excitedly asked the nurse if she was relieved the #CovidVaccine had finally a… https://t.co/3HhmBQyPQB,['CovidVaccine'],Twitter for iPhone,False,covidvaccine,in dec at a medical appt in alabama i excitedly asked the nurse if she was relieved the covidvaccine had finally a,in dec at a medical appt in alabama i excitedly asked the nurse if she wa relieved the covidvaccine had finally a,opinion,1
carole noble,"Sheffield, Yorkshire, UK ","Love all 4 legs Mum to now Jr. Doc Amy & Lilly BordrT & my Lab Kaisey (now RIP ) & my newbie Rescue Toby ❤️Ret Tourism Dev Officer,Welsh speaker #teamzay gal",2011-03-06 08:01:00,3285.0,4316.0,34607.0,True,2021-01-29 07:47:00,@MattHancock such playground stuff going on “it’s mine no it’s not it’s mine” so as #Health secretary and seen with… https://t.co/ovR3bTQa5u,['Health'],Twitter for iPhone,False,health,such playground stuff going on its mine no its not its mine so as health secretary and seen with,such playground stuff going on it is mine no it is not it is mine so a health secretary and seen with,opinion,1
